id,question,answer
9000042,What is a toxic relationship?,"A toxic relationship is one that consistently causes emotional harm, stress, or distress. Signs include constant criticism, manipulation, lack of respect, controlling behaviour, dishonesty, and feeling worse about yourself after interactions. Recognising toxicity is the first step toward making healthier choices."
9000043,How do I leave a toxic relationship?,"Start by confiding in someone you trust, build a support network, plan your exit carefully, and seek professional help if needed. If you are in danger, contact a domestic violence helpline. In Pakistan, you can call the Umang helpline at 0317-4288665 for emotional support and guidance."
9000044,What is codependency?,"Codependency is a pattern where one person excessively relies on another for emotional validation, often at the expense of their own needs. It often develops in relationships with people who have addiction or mental health issues. Therapy can help establish healthier relationship patterns."
9000045,How does loneliness affect mental health?,"Loneliness is linked to increased risk of depression, anxiety, cognitive decline, and even physical health problems. Humans are social beings and sustained loneliness can be as harmful as smoking. Reaching out to others, joining groups, and seeking therapy can help reduce feelings of isolation."
9000046,How can I improve my relationships?,"Practice active listening, express your needs and feelings clearly and calmly, show appreciation, respect boundaries, and address conflicts constructively rather than avoiding them. Healthy relationships require ongoing effort, honest communication, and mutual respect from both people."
9000047,What is emotional abuse?,"Emotional abuse involves a pattern of behaviour that controls, isolates, criticises, humiliates, or manipulates another person. It can be as harmful as physical abuse and often leaves lasting emotional damage. If you are experiencing emotional abuse, reach out to a trusted person or a helpline for support."
9000048,How do I cope with a breakup?,"Allow yourself to grieve the relationship without rushing. Lean on supportive friends and family, maintain healthy routines, avoid contact if needed, and give yourself time. If you are struggling significantly, speaking with a counsellor can help you process the loss and move forward."
9000049,What is attachment style?,"Attachment style refers to the pattern of how you relate to others in close relationships, shaped largely by early childhood experiences. The four main styles are secure, anxious, avoidant, and disorganised. Understanding your attachment style can help you build healthier relationships."
9000050,How does family conflict affect mental health?,"Ongoing family conflict is a significant source of stress that can contribute to anxiety, depression, and low self-esteem. It can disrupt sleep, reduce concentration, and affect daily functioning. Family therapy or individual counselling can help people navigate difficult family dynamics."
9000051,What are the stages of grief?,"The commonly referenced stages of grief are denial, anger, bargaining, depression, and acceptance. These are not linear and people move through them differently. Grief is highly individual and there is no correct way or timeline for processing loss."
9000052,How long does grief last?,"Grief has no fixed timeline. Some people begin to feel better within months while others grieve for years, particularly after significant losses. What matters is whether you are able to gradually return to daily life. If grief remains overwhelming after many months, professional support can help."
9000053,What is complicated grief?,"Complicated grief, also called prolonged grief disorder, occurs when the normal grieving process becomes stuck and intense grief persists for an extended time. Symptoms include persistent longing, difficulty accepting the loss, bitterness, and inability to engage in daily activities. Treatment is available."
9000054,How can I support someone who is grieving?,"Be present and listen without trying to fix their pain. Avoid clichés like everything happens for a reason. Offer practical help such as meals or errands. Check in regularly over time, not just immediately after the loss. Let the grieving person set the pace for their recovery."
9000055,Is it normal to feel angry when grieving?,"Yes, anger is a very common and normal part of grief. You may feel angry at the person who died, at yourself, at medical staff, or at the situation. Anger is a valid expression of pain and loss. Acknowledging and processing anger, sometimes with professional help, is part of healthy grieving."
9000056,How do I cope with losing a loved one?,"Allow yourself to feel the pain rather than suppressing it. Lean on friends, family, or support groups. Maintain basic self-care like eating, sleeping, and gentle exercise. Create rituals to honour the person you lost. If grief becomes unmanageable, speak with a grief counsellor or therapist."
9000057,Can grief cause physical symptoms?,"Yes. Grief commonly causes physical symptoms including fatigue, chest tightness, appetite changes, sleep problems, headaches, and a weakened immune system. The mind and body are deeply connected, and the emotional pain of loss has real physical effects that should not be ignored."
9000058,What is anticipatory grief?,"Anticipatory grief is grief experienced before an expected loss, such as when a loved one has a terminal illness. It involves mourning the future losses and changes that will come. It is a normal response and can be processed in similar ways to grief after a loss."
9000059,How does grief affect children?,"Children grieve differently from adults depending on their age and understanding of death. They may show grief through behaviour changes, regression, physical complaints, or play. Children need age-appropriate explanations, reassurance, stability, and the space to ask questions and express their feelings."
9000060,Where can I find grief support?,"Grief support is available through counsellors, therapists, grief support groups, and hospice organisations. In Pakistan, the Umang helpline at 0317-4288665 offers emotional support. Online grief communities and resources from mental health organisations can also provide connection and guidance."
9000061,What is trauma?,"Trauma is the emotional and psychological response to a deeply distressing event or series of events that overwhelms a person's ability to cope. Traumatic events can include accidents, violence, abuse, natural disasters, or the sudden death of a loved one. Trauma affects everyone differently."
9000062,What is PTSD?,"Post-Traumatic Stress Disorder, or PTSD, is a mental health condition that develops in some people after experiencing or witnessing a traumatic event. Symptoms include flashbacks, nightmares, severe anxiety, emotional numbness, avoidance of reminders, and persistent negative thoughts or feelings."
9000063,What are the symptoms of PTSD?,"PTSD symptoms fall into four categories: intrusion symptoms like flashbacks and nightmares, avoidance of trauma reminders, negative changes in thoughts and mood, and heightened arousal including irritability, difficulty sleeping, and being easily startled. Symptoms must persist for more than a month for a PTSD diagnosis."
9000064,How is PTSD treated?,"PTSD is effectively treated with trauma-focused therapies such as EMDR (Eye Movement Desensitisation and Reprocessing) and Trauma-Focused CBT. Medication may also help manage symptoms. With proper treatment, many people with PTSD recover fully or significantly reduce their symptoms."
9000065,Can children get PTSD?,"Yes. Children can develop PTSD after experiencing or witnessing traumatic events. Symptoms in children may look different from those in adults and can include bedwetting, refusing to talk about the event, avoidance of activities, clingy behaviour, and re-enacting trauma through play. Early treatment is important."
9000066,What is complex PTSD?,"Complex PTSD develops from prolonged, repeated trauma, such as childhood abuse, domestic violence, or captivity. In addition to standard PTSD symptoms, it involves difficulties with emotional regulation, deeply negative self-perception, and problems with relationships. It requires specialised trauma-informed therapy."
9000067,How do I support someone with PTSD?,"Be patient and learn about PTSD. Avoid pressuring them to talk about the trauma. Offer a stable and calm presence. Ask how you can help rather than assuming. Encourage professional treatment and be consistent and reliable, as safety and predictability are very important for trauma survivors."
9000068,What is a trauma trigger?,"A trauma trigger is a stimulus, such as a sight, sound, smell, or situation, that reminds a trauma survivor of their traumatic experience and causes intense emotional or physical reactions. Triggers are involuntary responses and are not a sign of weakness. Therapy can help reduce their intensity over time."
9000069,What is emotional numbness after trauma?,"Emotional numbness is a common trauma response where a person feels detached from their emotions, other people, or their surroundings. It is the mind's way of protecting itself from overwhelming feelings. While it can feel like relief, persistent numbness can interfere with healing and relationships."
9000070,Is it normal to blame yourself after trauma?,Self-blame after trauma is very common but rarely accurate. Trauma survivors often search for ways they could have prevented the event. This is a natural psychological response but is not a fair or helpful reflection of reality. Therapy can help you understand and challenge self-blame.
9000071,What is an eating disorder?,"An eating disorder is a serious mental health condition characterised by persistent disturbances in eating behaviour and related thoughts and emotions. Common eating disorders include anorexia nervosa, bulimia nervosa, and binge-eating disorder. They are treatable but can be life-threatening if left untreated."
9000072,What are the signs of anorexia nervosa?,"Signs of anorexia include extreme restriction of food intake, intense fear of gaining weight, distorted body image, excessive exercise, significant weight loss, and denial of the severity of low body weight. Anorexia has the highest mortality rate of any mental health condition and requires urgent treatment."
9000073,What are the signs of bulimia nervosa?,"Bulimia involves cycles of binge eating followed by compensatory behaviours like vomiting, excessive exercise, or laxative use. Signs include eating large amounts secretly, frequent trips to the bathroom after meals, dental problems, swollen cheeks, and intense preoccupation with body shape and weight."
9000074,How are eating disorders treated?,"Treatment for eating disorders typically involves a combination of nutritional rehabilitation, psychotherapy such as CBT or family-based therapy, and sometimes medication. A team approach involving doctors, therapists, and dietitians is most effective. Early treatment leads to better outcomes."
9000075,What causes eating disorders?,"Eating disorders are caused by a complex combination of genetic, psychological, and social factors. Risk factors include low self-esteem, perfectionism, trauma, family history of eating disorders, dieting, and cultural pressure around body image. They are not simply a choice or a vanity issue."
9000076,Can men get eating disorders?,"Yes. Eating disorders affect people of all genders, ages, and backgrounds. Men are less likely to seek help due to stigma and the misconception that eating disorders only affect women. An estimated one in three people with an eating disorder is male."
9000077,What is orthorexia?,"Orthorexia is an unhealthy obsession with eating healthy or pure foods. Unlike other eating disorders focused on quantity, orthorexia is about food quality. It can lead to severe dietary restrictions, nutritional deficiencies, social isolation, and significant anxiety around food choices."
9000078,How do I help someone with an eating disorder?,Express concern calmly and without judgment. Avoid commenting on their appearance or food choices. Encourage them to seek professional help and offer to support them in accessing treatment. Educate yourself about eating disorders and take care of your own mental health too.
9000079,Where can I get help for an eating disorder in Pakistan?,Contact your doctor for a referral to a mental health professional with experience in eating disorders. The Umang helpline at 0317-4288665 can provide emotional support and guidance on finding help. Online resources from international eating disorder organisations can also provide information and support.
9000080,What is body dysmorphic disorder?,"Body dysmorphic disorder or BDD involves obsessive preoccupation with a perceived flaw in physical appearance that is either minor or not visible to others. It causes significant distress and can lead to social withdrawal, repeated checking behaviours, and avoidance of activities. It is treatable with CBT and medication."
9000081,What are the symptoms of depression?,"Symptoms of depression include persistent low mood, loss of interest in activities once enjoyed, fatigue, changes in appetite or weight, sleep disturbances, difficulty concentrating, feelings of worthlessness or guilt, and in severe cases, thoughts of death or suicide. Symptoms must last at least two weeks for a diagnosis."
9000082,What is postpartum depression?,"Postpartum depression is a form of depression that occurs after childbirth. It goes beyond the baby blues and involves persistent sadness, exhaustion, anxiety, difficulty bonding with the baby, and feelings of inadequacy. It affects around one in five new mothers and is treatable with therapy and medication."
9000083,Can men get postpartum depression?,"Yes. New fathers can also experience postpartum depression, often triggered by sleep deprivation, relationship changes, financial pressure, and the responsibility of parenthood. Male postpartum depression is often under-recognised. Symptoms are similar to general depression and professional help is available."
9000084,What is seasonal affective disorder?,"Seasonal affective disorder or SAD is a type of depression that follows a seasonal pattern, most commonly occurring in winter when daylight hours are shorter. Symptoms include low mood, low energy, oversleeping, appetite changes, and social withdrawal. Light therapy, therapy, and medication are all effective treatments."
9000085,What is high-functioning depression?,"High-functioning depression, sometimes called dysthymia or persistent depressive disorder, is when someone maintains a seemingly normal life while experiencing persistent low-level depression. They may appear fine on the outside while struggling significantly on the inside. It is a real and treatable condition."
9000086,How do I talk to someone about my depression?,Choose a quiet and private moment. Be honest about how you have been feeling and for how long. You do not need to have all the answers. Simply saying I have not been feeling like myself and I think I need some help is a good start. Most people respond with more care than you might expect.
9000087,What should I do if I think I have depression?,"Speak to your doctor as a first step. They can assess your symptoms, rule out physical causes, and refer you to a mental health professional if needed. Reaching out for help early makes treatment more effective. You do not need to wait until things become unbearable before seeking support."
9000088,Is depression a sign of weakness?,"No. Depression is a medical condition caused by a complex interaction of biological, psychological, and social factors. It is no more a sign of weakness than having diabetes or a broken bone. Seeking help for depression is a sign of courage and self-awareness, not weakness."
9000089,Can depression go away on its own?,"Mild depression sometimes improves on its own, but moderate to severe depression usually requires treatment. Without help, depression can become prolonged and worsen over time. Seeking professional treatment significantly improves the likelihood of recovery and reduces the risk of relapse."
9000090,What is treatment-resistant depression?,"Treatment-resistant depression occurs when a person does not respond adequately to two or more antidepressant treatments. It affects about one in three people with depression. Options include alternative medications, combination therapies, ketamine treatment, electroconvulsive therapy, or TMS. Specialist care is needed."
9000091,What are the different types of anxiety disorders?,"The main types of anxiety disorders include generalised anxiety disorder, panic disorder, social anxiety disorder, specific phobias, separation anxiety, and agoraphobia. Each has different triggers and presentations but all involve excessive fear or worry that impairs daily functioning."
9000092,What is a panic attack?,"A panic attack is a sudden surge of intense fear accompanied by physical symptoms such as a racing heart, chest pain, shortness of breath, dizziness, trembling, and a sense of impending doom. Panic attacks usually peak within ten minutes and are not physically dangerous, though they feel terrifying."
9000093,What should I do during a panic attack?,"Focus on slowing your breathing using the four-four-four technique: breathe in for four counts, hold for four, exhale for four. Remind yourself that the panic attack will pass and that you are not in danger. Ground yourself by noticing five things you can see, four you can touch, three you can hear."
9000094,What is social anxiety disorder?,"Social anxiety disorder is an intense fear of social situations in which you might be judged, embarrassed, or humiliated by others. It goes beyond shyness and can significantly interfere with daily activities, relationships, and work. It is one of the most common anxiety disorders and is highly treatable with CBT."
9000095,What is generalised anxiety disorder?,"Generalised anxiety disorder or GAD involves excessive and persistent worry about many different areas of life, such as health, work, finances, and relationships. The worry is difficult to control and is accompanied by physical symptoms like muscle tension, fatigue, irritability, and difficulty sleeping."
9000096,How is anxiety treated?,"Anxiety is effectively treated with cognitive behavioural therapy, which helps you identify and change anxious thinking patterns and behaviours. Medication such as SSRIs or SNRIs is also effective. Relaxation techniques, exercise, and lifestyle changes can complement professional treatment."
9000097,What is agoraphobia?,"Agoraphobia is an anxiety disorder involving intense fear of situations where escape might be difficult or help unavailable during a panic attack. This often leads to avoiding public places, crowds, or being outside the home alone. It is treatable with therapy, particularly gradual exposure therapy."
9000098,What is a specific phobia?,"A specific phobia is an intense, irrational fear of a particular object or situation, such as spiders, heights, flying, or needles. The fear is disproportionate to the actual danger and causes significant distress or avoidance. Exposure therapy is the most effective treatment for specific phobias."
9000099,Can anxiety be cured?,"Anxiety disorders cannot always be completely cured, but they can be effectively managed so that symptoms no longer significantly interfere with daily life. Many people who receive treatment experience substantial and lasting improvement. Some people recover completely with therapy and lifestyle changes."
9000100,What is health anxiety?,"Health anxiety, also called illness anxiety or hypochondria, involves excessive worry about having or developing a serious illness. It leads to frequent checking of the body, seeking reassurance from doctors, and avoidance of medical information. CBT is an effective treatment for health anxiety."
9000101,What mental health resources are available in Pakistan?,"Pakistan has a growing range of mental health services including psychiatrists, psychologists, and counsellors in major cities. The Umang helpline at 0317-4288665 provides free emotional support. The Rozan Counselling Centre in Islamabad and Fountain House in Lahore also offer support services."
9000102,Is there a mental health helpline in Pakistan?,"Yes. The Umang helpline operates at 0317-4288665 and provides free, confidential emotional support in Urdu and English. The Rozan helpline at 051-2890505 also provides counselling support. If you are in immediate danger, contact emergency services at 1122 or visit the nearest hospital."
9000103,How do I find a therapist in Pakistan?,"You can find therapists through hospital psychiatric departments, private clinics, or organisations like the Pakistan Association of Mental Health. Many therapists in major cities now offer online sessions as well. Ask your doctor for a referral or search online directories of mental health professionals."
9000104,Is mental health stigma a problem in Pakistan?,"Yes, stigma around mental health remains a significant challenge in Pakistan, often preventing people from seeking help. Cultural factors, religious misconceptions, and lack of awareness contribute to stigma. Education, open conversation, and community support are all important in reducing it."
9000105,What should I do if I am feeling suicidal in Pakistan?,Reach out for help immediately. Call the Umang helpline at 0317-4288665 for confidential support. You can also go to the nearest hospital emergency room or call emergency services at 1122. Tell someone you trust how you are feeling. You do not have to face this alone and help is available.
9000106,Are there online therapy options available in Pakistan?,"Yes. Several platforms now offer online therapy in Pakistan, including Therapy Works, Mind Niche, and individual therapists who offer video or phone sessions. Online therapy makes mental health support more accessible, particularly for those in smaller cities or with mobility challenges."
9000107,What is the Umang helpline?,"Umang is a free mental health helpline in Pakistan that provides emotional support, information, and crisis intervention. It can be reached at 0317-4288665. Trained counsellors are available to speak in Urdu and English. It is confidential and available to anyone who needs to talk."
9000108,How do I support someone with mental illness in a Pakistani cultural context?,Listen with empathy and avoid dismissing their experience with phrases like just pray more or think positive. Encourage professional help while respecting their pace. Offer practical support and involve family sensitively where appropriate. Reducing stigma starts with individual conversations.
9000109,Can I get mental health support if I cannot afford it in Pakistan?,Yes. Government hospitals provide psychiatric services at low or no cost. The Umang helpline at 0317-4288665 is free. Some NGOs and community organisations offer subsidised counselling. Many private therapists also offer sliding-scale fees for those with financial constraints.
9000110,What is the emergency number for mental health crises in Pakistan?,"If you or someone you know is in immediate danger, call emergency services at 1122 or go to the nearest hospital emergency room. For emotional support and crisis counselling, call the Umang helpline at 0317-4288665. You can also contact Rozan at 051-2890505 for counselling support."
9000111,What is a crisis helpline?,A crisis helpline is a telephone service staffed by trained counsellors who provide immediate emotional support to people in distress or mental health crisis. Calls are free and confidential. Helplines are available around the clock and can also help connect callers to local services and resources.
9000112,What happens when I call a mental health helpline?,"A trained counsellor will answer, listen without judgment, and help you talk through what you are experiencing. They will not tell you what to do but will support you in exploring your feelings and options. Calls are confidential. You can hang up at any time and call back whenever you need."
9000113,What is the international suicide prevention lifeline?,"The International Association for Suicide Prevention maintains a directory of crisis centres worldwide at https://www.iasp.info/resources/Crisis_Centres. In many countries, dedicated lines exist such as the Samaritans in the UK at 116 123. Always search for the specific helpline in your country."
9000114,What should I do if someone tells me they want to die?,"Take it seriously. Stay calm, listen without judgment, and ask directly whether they are thinking about suicide. Do not leave them alone if they are in immediate danger. Encourage them to call a helpline or go to a hospital. In Pakistan, call Umang at 0317-4288665 or emergency services at 1122."
9000115,Is it safe to talk to a helpline about suicidal thoughts?,Yes. Helplines are confidential and non-judgmental. Counsellors are trained to support people with suicidal thoughts without overreacting or judging. Talking about suicidal thoughts does not make them worse. Reaching out is a brave and important step toward getting the support you need.
9000116,What is a safe messaging guideline around suicide?,"Safe messaging guidelines recommend against sharing specific methods of suicide, sensationalising it, or presenting it as a solution to problems. Instead, they encourage focusing on help-seeking, recovery stories, and the availability of support. These guidelines aim to reduce contagion effects."
9000117,How do I help a friend who is self-harming?,"Express concern calmly and without judgment or anger. Let them know you care. Encourage them to speak to a professional and offer to help them access support. Do not make them promise to stop, as this can increase shame. Contact a helpline yourself if you are unsure how to respond."
9000118,What is self-harm?,"Self-harm is when a person deliberately hurts their body as a way of coping with emotional pain, distress, or numbness. It is not the same as a suicide attempt, though it is a sign that someone is struggling. Self-harm requires compassionate professional support, not judgment or punishment."
9000119,What should I do if I am self-harming?,"Talk to someone you trust or a mental health professional as soon as possible. Self-harm is a sign that you need more support than you currently have. Contact the Umang helpline at 0317-4288665 if you are in Pakistan, or a local crisis line in your country. Help is available and recovery is possible."
9000120,What is a mental health crisis?,"A mental health crisis is any situation where a person's behaviour or mental state puts them or others at risk of harm. This can include suicidal thoughts, self-harm, psychotic episodes, or severe panic. Crisis situations require immediate professional support. Do not wait, seek help right away."
9000121,What is bipolar disorder?,"Bipolar disorder is a mental health condition characterised by extreme mood swings that include emotional highs, called mania or hypomania, and lows, called depression. These episodes can affect energy, sleep, behaviour, and the ability to think clearly. It is a lifelong condition that is manageable with treatment."
9000122,What is a manic episode?,"A manic episode involves an abnormally elevated or irritable mood, increased energy, decreased need for sleep, racing thoughts, rapid speech, impulsivity, and sometimes grandiose beliefs. Severe mania can include psychosis. Manic episodes can cause significant harm if untreated and require prompt medical attention."
9000123,What is hypomania?,"Hypomania is a less severe form of mania involving elevated mood, increased energy, and heightened productivity that does not impair functioning as severely as full mania. It is a feature of bipolar II disorder. While it may feel good, it can escalate to mania or be followed by depression."
9000124,How is bipolar disorder treated?,"Bipolar disorder is treated with mood stabilising medications such as lithium, anticonvulsants, or atypical antipsychotics. Psychotherapy, particularly CBT and psychoeducation, helps with managing triggers and building coping skills. Treatment is long-term and greatly improves quality of life and stability."
9000125,Can people with bipolar disorder live normal lives?,"Yes. With appropriate treatment, many people with bipolar disorder lead fulfilling, productive lives. Managing the condition requires consistent medication, therapy, regular sleep, stress management, and awareness of early warning signs. Strong support networks also play an important role in long-term stability."
9000126,What triggers a bipolar episode?,"Common triggers for bipolar episodes include sleep disruption, high stress, alcohol or drug use, major life changes, and stopping medication. Identifying personal triggers through a mood diary and working with a psychiatrist can help reduce the frequency and severity of episodes."
9000127,Is bipolar disorder genetic?,"Genetic factors play a significant role in bipolar disorder. Having a first-degree relative with the condition increases the risk substantially. However, genes are not destiny and environmental factors also play an important role. Many people with genetic risk factors never develop the condition."
9000128,What is the difference between bipolar I and bipolar II?,"Bipolar I disorder involves at least one full manic episode, which may include psychosis and requires hospitalisation. Bipolar II involves hypomanic episodes and depressive episodes but no full mania. Both are serious conditions but differ in severity and treatment approach."
9000129,How do I support someone with bipolar disorder?,"Learn about the condition, help them maintain routines, support medication adherence, know the warning signs of episodes, and encourage professional care. Avoid enabling risky behaviour during mania and offer calm support during depression. Taking care of your own wellbeing as a supporter is equally important."
9000130,What is a mood journal and why is it helpful for bipolar disorder?,"A mood journal involves tracking daily mood, sleep, energy levels, and stressors. For people with bipolar disorder, it helps identify patterns, recognise early warning signs of episodes, and provides useful information for treatment discussions with a psychiatrist. Many apps are available for this purpose."
9000131,What is OCD?,Obsessive-compulsive disorder or OCD is a mental health condition involving unwanted intrusive thoughts called obsessions and repetitive behaviours or mental acts called compulsions performed to reduce anxiety. OCD can be highly distressing and time-consuming but is treatable with CBT and medication.
9000132,What are obsessions in OCD?,"Obsessions are unwanted, intrusive, and distressing thoughts, images, or urges that occur repeatedly. Common obsessions include fears of contamination, harming others, making mistakes, or blasphemous thoughts. People with OCD know these thoughts are irrational but feel unable to dismiss them."
9000133,What are compulsions in OCD?,"Compulsions are repetitive behaviours or mental acts performed to reduce the anxiety caused by obsessions. Common compulsions include excessive hand washing, checking, counting, arranging, or seeking reassurance. While they provide temporary relief, compulsions reinforce the OCD cycle."
9000134,How is OCD treated?,"The most effective treatment for OCD is Exposure and Response Prevention therapy, a form of CBT where you gradually face feared situations without performing compulsions. SSRIs such as fluoxetine or sertraline are also effective. A combination of both approaches typically gives the best results."
9000135,Is OCD just about being clean or organised?,"No. This is a common misconception. OCD involves many different types of obsessions and compulsions, including fears of harming others, intrusive sexual thoughts, blasphemous or religious fears, and need for symmetry. Cleanliness is only one possible presentation and OCD is far more complex than simply being tidy."
9000136,What is ADHD?,"Attention-deficit hyperactivity disorder or ADHD is a neurodevelopmental condition characterised by persistent patterns of inattention, hyperactivity, and impulsivity that interfere with functioning. It affects children and adults and is one of the most common mental health conditions worldwide."
9000137,What are the symptoms of ADHD in adults?,"Adult ADHD symptoms include difficulty sustaining attention, forgetfulness, disorganisation, difficulty completing tasks, impulsive decision-making, restlessness, mood instability, and problems with time management. These symptoms cause difficulties in work, relationships, and daily life."
9000138,How is ADHD diagnosed?,"ADHD is diagnosed through a comprehensive clinical assessment including a detailed history, interviews, rating scales, and sometimes psychological testing. There is no single test for ADHD. A psychiatrist, psychologist, or specialist doctor performs the assessment. Diagnosis in adults requires evidence of symptoms from childhood."
9000139,How is ADHD treated?,"ADHD is treated with stimulant medications such as methylphenidate or amphetamines, which improve focus and impulse control. Non-stimulant medications are also available. Behavioural therapy, coaching, organisational strategies, and lifestyle adjustments complement medication and improve daily functioning."
9000140,Does ADHD affect girls differently?,"Yes. ADHD in girls often presents differently than in boys, with more inattentive symptoms and less obvious hyperactivity. As a result, girls are frequently under-diagnosed or diagnosed later in life. They may present with daydreaming, emotional sensitivity, and academic struggles rather than disruptive behaviour."
9000141,What is positive mental health?,"Positive mental health goes beyond the absence of mental illness. It involves feeling good about yourself, managing your emotions effectively, building meaningful relationships, coping with life's challenges, and contributing to your community. It is something everyone can actively cultivate."
9000142,How can I improve my overall wellbeing?,"Research identifies five key actions for wellbeing: connect with others, be active, take notice of the world around you, keep learning, and give to others. Building these habits into daily life can significantly improve mood, resilience, and life satisfaction over time."
9000143,What is resilience?,"Resilience is the ability to adapt and recover from adversity, trauma, or significant stress. It is not a fixed trait but a set of skills that can be developed through supportive relationships, problem-solving, self-care, positive thinking, and learning from difficult experiences."
9000144,How can I build resilience?,"Build resilience by nurturing supportive relationships, developing problem-solving skills, practising self-compassion, maintaining routines, finding meaning in difficult experiences, and taking care of your physical health. Resilience grows through facing and navigating challenges, not by avoiding them."
9000145,What is emotional intelligence?,"Emotional intelligence is the ability to recognise, understand, manage, and use emotions effectively in yourself and in your interactions with others. High emotional intelligence supports better mental health, stronger relationships, and improved performance at work and in daily life."
9000146,What is gratitude and how does it help mental health?,"Gratitude involves intentionally noticing and appreciating the positive aspects of your life. Research shows that regularly practising gratitude reduces depression and anxiety, improves sleep, strengthens relationships, and increases overall life satisfaction. Keeping a daily gratitude journal is a simple way to start."
9000147,How does social connection protect mental health?,"Strong social connections are one of the most powerful protective factors for mental health. Having people to talk to, share experiences with, and lean on during difficult times reduces the risk of depression, anxiety, and cognitive decline. Investing in relationships is one of the best things you can do for your wellbeing."
9000148,What role does nutrition play in mental health?,"Diet has a direct impact on brain function and mental health. A diet rich in fruits, vegetables, whole grains, lean proteins, and healthy fats supports mood and cognitive function. Poor nutrition, particularly diets high in processed foods and sugar, is associated with increased risk of depression and anxiety."
9000149,Does creativity help with mental health?,"Yes. Creative activities like art, music, writing, cooking, or crafts provide a healthy outlet for emotions, reduce stress, improve mood, and promote a state of flow where you are fully absorbed and present. Creative expression is increasingly used therapeutically as part of mental health treatment."
9000150,What is the role of purpose in mental health?,"Having a sense of purpose, a reason to get up each day, is strongly linked to mental and physical health benefits including reduced depression, greater resilience, and longer life. Purpose can come from work, relationships, spirituality, creative pursuits, or contributions to your community."
9000151,How do antidepressants work?,"Antidepressants work by altering the balance of neurotransmitters in the brain, particularly serotonin, norepinephrine, and dopamine. These chemical messengers regulate mood, sleep, and appetite. By increasing their availability, antidepressants help relieve symptoms of depression and anxiety over several weeks."
9000152,How long does it take for antidepressants to work?,"Most antidepressants take two to six weeks to produce noticeable improvements, and full effects may take up to twelve weeks. It is important not to stop taking medication early if you do not see immediate results. Talk to your doctor if there is no improvement after four to six weeks."
9000153,What are the side effects of antidepressants?,"Common side effects include nausea, headaches, dry mouth, insomnia or drowsiness, weight changes, and sexual side effects. Many side effects reduce after the first few weeks. If side effects are severe or persistent, talk to your doctor about adjusting the dose or trying a different medication."
9000154,What is therapy and how does it help?,"Therapy involves working with a trained mental health professional to explore your thoughts, feelings, and behaviours in a safe and supportive environment. It helps you understand yourself better, develop coping strategies, process difficult experiences, and make meaningful changes in your life."
9000155,How do I know if therapy is working?,"Signs that therapy is working include feeling more able to cope with daily challenges, having greater self-awareness, noticing changes in your thinking or behaviour, feeling more hopeful, and experiencing a reduction in symptoms. Progress in therapy is not always linear and good rapport with your therapist matters greatly."
9000156,How long does therapy last?,The length of therapy depends on the type of therapy and the complexity of the issues being addressed. Brief therapies like solution-focused therapy may last six to ten sessions. Longer-term therapies for complex trauma or personality issues may continue for a year or more. Discuss expected duration with your therapist.
9000157,What is group therapy?,"Group therapy involves a therapist facilitating a session with several people who share similar challenges. It provides the opportunity to learn from others, practise social skills, gain perspective, and reduce isolation. It is effective for depression, anxiety, addiction, grief, and many other conditions."
9000158,What is online therapy?,"Online therapy involves receiving mental health support through video calls, phone calls, or text-based platforms. It is as effective as in-person therapy for many conditions and is particularly useful for those with limited access to local services, mobility challenges, or busy schedules."
9000159,Can I stop therapy whenever I want?,"Yes, therapy is voluntary and you can stop at any time. However, discussing your decision to stop with your therapist is recommended. They can help you review your progress, address any remaining concerns, and plan for maintaining your gains after therapy ends. Abrupt endings can sometimes be counterproductive."
9000160,What is psychiatric medication management?,"Psychiatric medication management involves regular appointments with a psychiatrist or doctor to review the effectiveness of your medication, monitor for side effects, adjust dosages, and ensure your treatment plan remains appropriate for your current needs. It is an ongoing and collaborative process."
9000161,How does work affect mental health?,"Work can have both positive and negative effects on mental health. Meaningful work provides structure, purpose, and social connection. However, excessive demands, poor management, bullying, or job insecurity can cause significant psychological harm. A healthy work environment is important for overall wellbeing."
9000162,What are my rights regarding mental health at work?,"In many countries, employees with mental health conditions are protected from discrimination by disability equality laws. Employers may be required to make reasonable adjustments to support you. Know your rights and speak to HR or an employment advisory service if you need support navigating your workplace situation."
9000163,How do I talk to my employer about my mental health?,"You are not legally required to disclose a mental health condition unless it affects your ability to do your job safely. If you choose to disclose, prepare what you want to say in advance, focus on how it affects your work and what adjustments would help, and consider requesting a confidential meeting with HR."
9000164,What adjustments can an employer make for mental health?,"Reasonable workplace adjustments for mental health can include flexible working hours, working from home, reduced targets during difficult periods, a quiet workspace, regular check-ins with a manager, and access to an employee assistance programme. Discuss what would help you specifically with your employer or HR."
9000165,What is an employee assistance programme?,"An employee assistance programme or EAP is a workplace benefit that provides employees with free, confidential access to short-term counselling, legal advice, financial guidance, and other support services. If your employer offers an EAP, it is a valuable and accessible resource for mental health support."
9000166,How can I manage stress at work?,"Prioritise tasks, set realistic deadlines, take regular breaks, communicate clearly with your manager about workload, and use your annual leave. Build supportive relationships with colleagues, separate work and personal time, and practise stress management techniques like exercise and mindfulness outside of work."
